"0";"2";"23-OCT-2017 09:38:45";"CC11LIST V0734";"C:\Users\Administrator\Desktop\Ì©ÖÝÍò´ïÏ£¶û¶Ù¾Æµê170217\DCR002C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"137";"2";"4274";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"721ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1749";"-";"LOG";"05:002:026:000";"0";"255"
"138";"2";"3443";"1504";"4274";"65344";"????";"¾Æµê7²ãÌ½²âÆ÷";"721ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:026:001";"0";"255"
"139";"2";"4275";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"Â¥ÌÝÇ°ÊÒÑÌ¸Ð";"A";"174A";"-";"LOG";"05:002:027:000";"0";"255"
"140";"2";"3444";"1504";"4275";"64912";"????";"¾Æµê7²ãÌ½²âÆ÷";"Â¥ÌÝÇ°ÊÒÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:027:001";"0";"255"
"141";"2";"4276";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"723ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"174B";"-";"LOG";"05:002:028:000";"0";"255"
"142";"2";"3445";"1504";"4276";"65342";"????";"¾Æµê7²ãÌ½²âÆ÷";"723ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:028:001";"0";"255"
"143";"2";"4277";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"726ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"174C";"-";"LOG";"05:002:029:000";"0";"255"
"144";"2";"3446";"1504";"4277";"65336";"????";"¾Æµê7²ãÌ½²âÆ÷";"726ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:029:001";"0";"255"
"145";"2";"4278";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"¿ÍÌÝÌüÑÌ¸Ð";"A";"174D";"-";"LOG";"05:002:030:000";"0";"255"
"146";"2";"3447";"1504";"4278";"65335";"????";"¾Æµê7²ãÌ½²âÆ÷";"¿ÍÌÝÌüÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:030:001";"0";"255"
"147";"2";"4279";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"703ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"174E";"-";"LOG";"05:002:031:000";"0";"255"
"148";"2";"3448";"1504";"4279";"65331";"????";"¾Æµê7²ãÌ½²âÆ÷";"703ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:031:001";"0";"255"
"149";"2";"4280";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"706ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"174F";"-";"LOG";"05:002:032:000";"0";"255"
"150";"2";"3449";"1504";"4280";"65328";"????";"¾Æµê7²ãÌ½²âÆ÷";"706ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:032:001";"0";"255"
"151";"2";"4281";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"708ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1750";"-";"LOG";"05:002:033:000";"0";"255"
"152";"2";"3457";"1504";"4281";"65303";"????";"¾Æµê7²ãÌ½²âÆ÷";"708ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:033:001";"0";"255"
"153";"2";"4282";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"712ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1751";"-";"LOG";"05:002:034:000";"0";"255"
"154";"2";"3458";"1504";"4282";"64911";"????";"¾Æµê7²ãÌ½²âÆ÷";"712ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:034:001";"0";"255"
"155";"2";"4283";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"Ïû·ÀµçÌÝÇ°ÊÒÑÌ¸Ð";"A";"1752";"-";"LOG";"05:002:035:000";"0";"255"
"156";"2";"3459";"1504";"4283";"65283";"????";"¾Æµê7²ãÌ½²âÆ÷";"Ïû·ÀµçÌÝÇ°ÊÒÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:035:001";"0";"255"
"157";"2";"4284";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"Èõµç¼äÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1753";"-";"LOG";"05:002:036:000";"0";"255"
"158";"2";"3460";"1504";"4284";"65264";"????";"¾Æµê7²ãÌ½²âÆ÷";"Èõµç¼äÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:036:001";"0";"255"
"159";"2";"4290";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"²¼²Ý¼ä2ÎÂ¸Ð2";"A";"1759";"-";"LOG";"05:002:037:000";"0";"255"
"160";"2";"3464";"1504";"4290";"65282";"????";"¾Æµê7²ãÌ½²âÆ÷";"²¼²Ý¼ä2ÎÂ¸Ð2";"X";"0000";"-";"LOG";"05:002:037:001";"0";"255"
"161";"2";"4291";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"²¼²Ý¼ä2ÎÂ¸Ð1";"A";"175A";"-";"LOG";"05:002:038:000";"0";"255"
"162";"2";"3465";"1504";"4291";"65281";"????";"¾Æµê7²ãÌ½²âÆ÷";"²¼²Ý¼ä2ÎÂ¸Ð1";"X";"0000";"-";"LOG";"05:002:038:001";"0";"255"
"163";"2";"3463";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"²¼²Ý¼ä1ÎÂ¸Ð";"A";"131A";"-";"LOG";"05:002:039:000";"0";"255"
"164";"2";"3535";"1504";"3463";"64910";"????";"¾Æµê7²ãÌ½²âÆ÷";"²¼²Ý¼ä1ÎÂ¸Ð";"X";"0000";"-";"LOG";"05:002:039:001";"0";"255"
"165";"2";"3466";"1601";"471";"0";"ZONE";"¾Æµê7²ãÌ½²âÆ÷";"Ç¿µç¾®ÑÌ¸Ð";"A";"131D";"-";"LOG";"05:002:040:000";"0";"255"
"166";"2";"3467";"1504";"3466";"65265";"????";"¾Æµê7²ãÌ½²âÆ÷";"Ç¿µç¾®ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:002:040:001";"0";"255"
"167";"2";"472";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê8²ãÌ½²âÆ÷";"A";"035B";"-";"LOG";"05:003:000:000";"0";"0"
"168";"2";"1898";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"801ÑÌ¸Ð";"A";"0AB4";"-";"LOG";"05:003:001:000";"0";"255"
"169";"2";"1939";"1504";"1898";"65463";"????";"¾Æµê8²ãÌ½²âÆ÷";"801ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:001:001";"0";"255"
"170";"2";"1899";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"802ÑÌ¸Ð";"A";"0AB5";"-";"LOG";"05:003:002:000";"0";"255"
"171";"2";"1940";"1504";"1899";"65462";"????";"¾Æµê8²ãÌ½²âÆ÷";"802ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:002:001";"0";"255"
"172";"2";"1900";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"803ÑÌ¸Ð";"A";"0AB6";"-";"LOG";"05:003:003:000";"0";"255"
"173";"2";"1941";"1504";"1900";"65459";"????";"¾Æµê8²ãÌ½²âÆ÷";"803ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:003:001";"0";"255"
"174";"2";"1901";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"805ÑÌ¸Ð";"A";"0AB7";"-";"LOG";"05:003:004:000";"0";"255"
"175";"2";"1942";"1504";"1901";"65458";"????";"¾Æµê8²ãÌ½²âÆ÷";"805ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:004:001";"0";"255"
"176";"2";"1902";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"806ÑÌ¸Ð";"A";"0AB8";"-";"LOG";"05:003:005:000";"0";"255"
"177";"2";"1943";"1504";"1902";"65456";"????";"¾Æµê8²ãÌ½²âÆ÷";"806ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:005:001";"0";"255"
"178";"2";"1903";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"807ÑÌ¸Ð";"A";"0AB9";"-";"LOG";"05:003:006:000";"0";"255"
"179";"2";"1944";"1504";"1903";"65439";"????";"¾Æµê8²ãÌ½²âÆ÷";"807ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:006:001";"0";"255"
"180";"2";"1904";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"808ÑÌ¸Ð";"A";"0ABA";"-";"LOG";"05:003:007:000";"0";"255"
"181";"2";"1945";"1504";"1904";"65438";"????";"¾Æµê8²ãÌ½²âÆ÷";"808ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:007:001";"0";"255"
"182";"2";"4292";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"809¿ÍÌüÑÌ¸Ð";"A";"175B";"-";"LOG";"05:003:008:000";"0";"255"
"183";"2";"1936";"1504";"4292";"65435";"????";"¾Æµê8²ãÌ½²âÆ÷";"809¿ÍÌüÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:008:001";"0";"255"
"184";"2";"1905";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"809ÎÔÊÒÑÌ¸Ð";"A";"0ABB";"-";"LOG";"05:003:009:000";"0";"255"
"185";"2";"1937";"1504";"1905";"65434";"????";"¾Æµê8²ãÌ½²âÆ÷";"809ÎÔÊÒÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:009:001";"0";"255"
"186";"2";"1906";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"811ÑÌ¸Ð";"A";"0ABC";"-";"LOG";"05:003:010:000";"0";"255"
"187";"2";"1946";"1504";"1906";"65433";"????";"¾Æµê8²ãÌ½²âÆ÷";"811ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:010:001";"0";"255"
"188";"2";"1907";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"812ÑÌ¸Ð";"A";"0ABD";"-";"LOG";"05:003:011:000";"0";"255"
"189";"2";"1947";"1504";"1907";"65432";"????";"¾Æµê8²ãÌ½²âÆ÷";"812ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:011:001";"0";"255"
"190";"2";"1908";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"815ÑÌ¸Ð";"A";"0ABE";"-";"LOG";"05:003:012:000";"0";"255"
"191";"2";"1948";"1504";"1908";"65499";"????";"¾Æµê8²ãÌ½²âÆ÷";"815ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:012:001";"0";"255"
"192";"2";"1909";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"816ÑÌ¸Ð";"A";"0ABF";"-";"LOG";"05:003:013:000";"0";"255"
"193";"2";"1949";"1504";"1909";"65498";"????";"¾Æµê8²ãÌ½²âÆ÷";"816ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:013:001";"0";"255"
"194";"2";"1910";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"817ÑÌ¸Ð";"A";"0B01";"-";"LOG";"05:003:014:000";"0";"255"
"195";"2";"1950";"1504";"1910";"65497";"????";"¾Æµê8²ãÌ½²âÆ÷";"817ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:014:001";"0";"255"
"196";"2";"1911";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"818ÑÌ¸Ð";"A";"0B02";"-";"LOG";"05:003:015:000";"0";"255"
"197";"2";"1951";"1504";"1911";"65496";"????";"¾Æµê8²ãÌ½²âÆ÷";"818ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:015:001";"0";"255"
"198";"2";"1912";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"819ÑÌ¸Ð";"A";"0B03";"-";"LOG";"05:003:016:000";"0";"255"
"199";"2";"1952";"1504";"1912";"65495";"????";"¾Æµê8²ãÌ½²âÆ÷";"819ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:016:001";"0";"255"
"200";"2";"1913";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"820ÑÌ¸Ð";"A";"0B04";"-";"LOG";"05:003:017:000";"0";"255"
"201";"2";"1953";"1504";"1913";"65476";"????";"¾Æµê8²ãÌ½²âÆ÷";"820ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:017:001";"0";"255"
"202";"2";"1914";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"821ÑÌ¸Ð";"A";"0B05";"-";"LOG";"05:003:018:000";"0";"255"
"203";"2";"1954";"1504";"1914";"65475";"????";"¾Æµê8²ãÌ½²âÆ÷";"821ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:018:001";"0";"255"
"204";"2";"1915";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"822ÑÌ¸Ð";"A";"0B06";"-";"LOG";"05:003:019:000";"0";"255"
"205";"2";"1955";"1504";"1915";"65469";"????";"¾Æµê8²ãÌ½²âÆ÷";"822ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:019:001";"0";"255"
"206";"2";"1916";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"823ÑÌ¸Ð";"A";"0B07";"-";"LOG";"05:003:020:000";"0";"255"
"207";"2";"1956";"1504";"1916";"65468";"????";"¾Æµê8²ãÌ½²âÆ÷";"823ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:020:001";"0";"255"
"208";"2";"1917";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"825ÑÌ¸Ð";"A";"0B08";"-";"LOG";"05:003:021:000";"0";"255"
"209";"2";"1957";"1504";"1917";"65467";"????";"¾Æµê8²ãÌ½²âÆ÷";"825ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:021:001";"0";"255"
"210";"2";"1918";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"826ÑÌ¸Ð";"A";"0B09";"-";"LOG";"05:003:022:000";"0";"255"
"211";"2";"1958";"1504";"1918";"65466";"????";"¾Æµê8²ãÌ½²âÆ÷";"826ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:022:001";"0";"255"
"212";"2";"1919";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"Ç¿µç¾®ÑÌ¸Ð";"A";"0B0A";"-";"LOG";"05:003:023:000";"0";"255"
"213";"2";"1959";"1504";"1919";"65393";"????";"¾Æµê8²ãÌ½²âÆ÷";"Ç¿µç¾®ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:023:001";"0";"255"
"214";"2";"1920";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"Èõµç¾®ÑÌ¸Ð";"A";"0B0B";"-";"LOG";"05:003:024:000";"0";"255"
"215";"2";"1960";"1504";"1920";"65500";"????";"¾Æµê8²ãÌ½²âÆ÷";"Èõµç¾®ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:024:001";"0";"255"
"216";"2";"1921";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"²¼²Ý¼äÎÂ¸Ð";"A";"0B0C";"-";"LOG";"05:003:025:000";"0";"255"
"217";"2";"1961";"1504";"1921";"65408";"????";"¾Æµê8²ãÌ½²âÆ÷";"²¼²Ý¼äÎÂ¸Ð";"X";"0000";"-";"LOG";"05:003:025:001";"0";"255"
"218";"2";"4503";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"817ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"186F";"-";"LOG";"05:003:026:000";"0";"255"
"219";"2";"1925";"1504";"4503";"65493";"????";"¾Æµê8²ãÌ½²âÆ÷";"817ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:026:001";"0";"255"
"220";"2";"4504";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"819ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1870";"-";"LOG";"05:003:027:000";"0";"255"
"221";"2";"1926";"1504";"4504";"65492";"????";"¾Æµê8²ãÌ½²âÆ÷";"819ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:027:001";"0";"255"
"222";"2";"4505";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"821ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1871";"-";"LOG";"05:003:028:000";"0";"255"
"223";"2";"1927";"1504";"4505";"65474";"????";"¾Æµê8²ãÌ½²âÆ÷";"821ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:028:001";"0";"255"
"224";"2";"4506";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"823ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1872";"-";"LOG";"05:003:029:000";"0";"255"
"225";"2";"1928";"1504";"4506";"65471";"????";"¾Æµê8²ãÌ½²âÆ÷";"823ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:029:001";"0";"255"
"226";"2";"4507";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"826ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1873";"-";"LOG";"05:003:030:000";"0";"255"
"227";"2";"1929";"1504";"4507";"65465";"????";"¾Æµê8²ãÌ½²âÆ÷";"826ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:030:001";"0";"255"
"228";"2";"4508";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"µçÌÝÌüÑÌ¸Ð";"A";"1874";"-";"LOG";"05:003:031:000";"0";"255"
"229";"2";"1930";"1504";"4508";"65464";"????";"¾Æµê8²ãÌ½²âÆ÷";"µçÌÝÌüÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:031:001";"0";"255"
"230";"2";"4509";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"803ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1875";"-";"LOG";"05:003:032:000";"0";"255"
"231";"2";"1931";"1504";"4509";"65460";"????";"¾Æµê8²ãÌ½²âÆ÷";"803ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:032:001";"0";"255"
"232";"2";"4510";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"806ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1876";"-";"LOG";"05:003:033:000";"0";"255"
"233";"2";"1932";"1504";"4510";"65455";"????";"¾Æµê8²ãÌ½²âÆ÷";"806ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:033:001";"0";"255"
"234";"2";"4511";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"808ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1877";"-";"LOG";"05:003:034:000";"0";"255"
"235";"2";"1933";"1504";"4511";"65437";"????";"¾Æµê8²ãÌ½²âÆ÷";"808ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:034:001";"0";"255"
"236";"2";"4512";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"812ÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"1878";"-";"LOG";"05:003:035:000";"0";"255"
"237";"2";"1934";"1504";"4512";"65431";"????";"¾Æµê8²ãÌ½²âÆ÷";"812ÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:035:001";"0";"255"
"238";"2";"4491";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"Ïû·ÀµçÌÝÇ°ÊÒÑÌ¸Ð";"A";"1863";"-";"LOG";"05:003:036:000";"0";"255"
"239";"2";"1935";"1504";"4491";"65415";"????";"¾Æµê8²ãÌ½²âÆ÷";"Ïû·ÀµçÌÝÇ°ÊÒÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:036:001";"0";"255"
"240";"2";"1924";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"Â¥ÌÝÇ°ÊÒÑÌ¸Ð";"A";"0B0F";"-";"LOG";"05:003:037:000";"0";"255"
"241";"2";"1962";"1504";"1924";"65472";"????";"¾Æµê8²ãÌ½²âÆ÷";"Â¥ÌÝÇ°ÊÒÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:037:001";"0";"255"
"242";"2";"3432";"1601";"472";"0";"ZONE";"¾Æµê8²ãÌ½²âÆ÷";"Èõµç¼äÃÅ¿Ú×ßµÀÑÌ¸Ð";"A";"12BA";"-";"LOG";"05:003:038:000";"0";"255"
"243";"2";"3433";"1504";"3432";"65392";"????";"¾Æµê8²ãÌ½²âÆ÷";"Èõµç¼äÃÅ¿Ú×ßµÀÑÌ¸Ð";"X";"0000";"-";"LOG";"05:003:038:001";"0";"255"
"244";"2";"1963";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê9²ãÌ½²âÆ÷";"A";"0B36";"-";"LOG";"05:004:000:000";"0";"0"
"245";"2";"1964";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"901ÑÌ¸Ð";"A";"0B37";"-";"LOG";"05:004:001:000";"0";"255"
"246";"2";"1990";"1504";"1964";"63754";"????";"¾Æµê9²ãÌ½²âÆ÷";"901ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:001:001";"0";"255"
"247";"2";"1965";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"902ÑÌ¸Ð";"A";"0B38";"-";"LOG";"05:004:002:000";"0";"255"
"248";"2";"1991";"1504";"1965";"63704";"????";"¾Æµê9²ãÌ½²âÆ÷";"902ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:002:001";"0";"255"
"249";"2";"4622";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"903ÑÌ¸Ð";"A";"1927";"-";"LOG";"05:004:003:000";"0";"255"
"250";"2";"4623";"1504";"4622";"64805";"????";"¾Æµê9²ãÌ½²âÆ÷";"903ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:003:001";"0";"255"
"251";"2";"1966";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"905ÑÌ¸Ð";"A";"0B39";"-";"LOG";"05:004:004:000";"0";"255"
"252";"2";"1992";"1504";"1966";"64718";"????";"¾Æµê9²ãÌ½²âÆ÷";"905ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:004:001";"0";"255"
"253";"2";"1968";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"906ÑÌ¸Ð";"A";"0B3B";"-";"LOG";"05:004:005:000";"0";"255"
"254";"2";"1994";"1504";"1968";"64714";"????";"¾Æµê9²ãÌ½²âÆ÷";"906ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:005:001";"0";"255"
"255";"2";"1969";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"907ÑÌ¸Ð";"A";"0B3C";"-";"LOG";"05:004:006:000";"0";"255"
"256";"2";"1995";"1504";"1969";"64697";"????";"¾Æµê9²ãÌ½²âÆ÷";"907ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:006:001";"0";"255"
"257";"2";"1970";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"908ÑÌ¸Ð";"A";"0B3D";"-";"LOG";"05:004:007:000";"0";"255"
"258";"2";"1996";"1504";"1970";"64695";"????";"¾Æµê9²ãÌ½²âÆ÷";"908ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:007:001";"0";"255"
"259";"2";"4198";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"909ÎÔÊÒÑÌ¸Ð";"A";"16BC";"-";"LOG";"05:004:008:000";"0";"255"
"260";"2";"1997";"1504";"4198";"63703";"????";"¾Æµê9²ãÌ½²âÆ÷";"909ÎÔÊÒÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:008:001";"0";"255"
"261";"2";"1971";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"909¿ÍÌüÑÌ¸Ð";"A";"0B3E";"-";"LOG";"05:004:009:000";"0";"255"
"262";"2";"1998";"1504";"1971";"64691";"????";"¾Æµê9²ãÌ½²âÆ÷";"909¿ÍÌüÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:009:001";"0";"255"
"263";"2";"1972";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"911ÑÌ¸Ð";"A";"0B3F";"-";"LOG";"05:004:010:000";"0";"255"
"264";"2";"1999";"1504";"1972";"64690";"????";"¾Æµê9²ãÌ½²âÆ÷";"911ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:010:001";"0";"255"
"265";"2";"1973";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"912ÑÌ¸Ð";"A";"0B40";"-";"LOG";"05:004:011:000";"0";"255"
"266";"2";"2000";"1504";"1973";"64833";"????";"¾Æµê9²ãÌ½²âÆ÷";"912ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:011:001";"0";"255"
"267";"2";"1974";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"915ÑÌ¸Ð";"A";"0B41";"-";"LOG";"05:004:012:000";"0";"255"
"268";"2";"2001";"1504";"1974";"64755";"????";"¾Æµê9²ãÌ½²âÆ÷";"915ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:012:001";"0";"255"
"269";"2";"1975";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"916ÑÌ¸Ð";"A";"0B42";"-";"LOG";"05:004:013:000";"0";"255"
"270";"2";"2002";"1504";"1975";"64754";"????";"¾Æµê9²ãÌ½²âÆ÷";"916ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:013:001";"0";"255"
"271";"2";"1976";"1601";"1963";"0";"ZONE";"¾Æµê9²ãÌ½²âÆ÷";"917ÑÌ¸Ð";"A";"0B43";"-";"LOG";"05:004:014:000";"0";"255"
"272";"2";"2003";"1504";"1976";"64753";"????";"¾Æµê9²ãÌ½²âÆ÷";"917ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:004:014:001";"0";"255"
