"0";"2";"23-OCT-2017 09:38:32";"CC11LIST V0734";"C:\Users\Administrator\Desktop\泰州万达希尔顿酒店170217\DCR001C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"167";"2";"2121";"1504";"2027";"62278";"????";"酒店地下二层探测器";"换热站东烟温感4";"X";"0000";"-";"LOG";"01:001:080:001";"0";"255"
"168";"2";"2028";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"换热站南走道烟感1";"A";"0B77";"-";"LOG";"01:001:081:000";"0";"255"
"169";"2";"2120";"1504";"2028";"62277";"????";"酒店地下二层探测器";"换热站南走道烟感1";"X";"0000";"-";"LOG";"01:001:081:001";"0";"255"
"170";"2";"2029";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"换热站南走道烟感2";"A";"0B78";"-";"LOG";"01:001:082:000";"0";"255"
"171";"2";"2119";"1504";"2029";"62261";"????";"酒店地下二层探测器";"换热站南走道烟感2";"X";"0000";"-";"LOG";"01:001:082:001";"0";"255"
"172";"2";"2031";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房烟感1";"A";"0B7A";"-";"LOG";"01:001:083:000";"0";"255"
"173";"2";"2117";"1504";"2031";"62257";"????";"酒店地下二层探测器";"制冷机房烟感1";"X";"0000";"-";"LOG";"01:001:083:001";"0";"255"
"174";"2";"2030";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房烟感2";"A";"0B79";"-";"LOG";"01:001:084:000";"0";"255"
"175";"2";"2118";"1504";"2030";"61908";"????";"酒店地下二层探测器";"制冷机房烟感2";"X";"0000";"-";"LOG";"01:001:084:001";"0";"255"
"176";"2";"2032";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房烟感3";"A";"0B7B";"-";"LOG";"01:001:085:000";"0";"255"
"177";"2";"2116";"1504";"2032";"62246";"????";"酒店地下二层探测器";"制冷机房烟感3";"X";"0000";"-";"LOG";"01:001:085:001";"0";"255"
"178";"2";"2038";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房烟感4";"A";"0B81";"-";"LOG";"01:001:086:000";"0";"255"
"179";"2";"2110";"1504";"2038";"62244";"????";"酒店地下二层探测器";"制冷机房烟感4";"X";"0000";"-";"LOG";"01:001:086:001";"0";"255"
"180";"2";"2039";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房烟感5";"A";"0B82";"-";"LOG";"01:001:087:000";"0";"255"
"181";"2";"2109";"1504";"2039";"62243";"????";"酒店地下二层探测器";"制冷机房烟感5";"X";"0000";"-";"LOG";"01:001:087:001";"0";"255"
"182";"2";"2036";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房烟感6";"A";"0B7F";"-";"LOG";"01:001:088:000";"0";"255"
"183";"2";"2112";"1504";"2036";"62242";"????";"酒店地下二层探测器";"制冷机房烟感6";"X";"0000";"-";"LOG";"01:001:088:001";"0";"255"
"184";"2";"2035";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房烟感7";"A";"0B7E";"-";"LOG";"01:001:089:000";"0";"255"
"185";"2";"2113";"1504";"2035";"62241";"????";"酒店地下二层探测器";"制冷机房烟感7";"X";"0000";"-";"LOG";"01:001:089:001";"0";"255"
"186";"2";"2033";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房烟感8";"A";"0B7C";"-";"LOG";"01:001:090:000";"0";"255"
"187";"2";"2115";"1504";"2033";"62239";"????";"酒店地下二层探测器";"制冷机房烟感8";"X";"0000";"-";"LOG";"01:001:090:001";"0";"255"
"188";"2";"2034";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房办公室烟感2";"A";"0B7D";"-";"LOG";"01:001:091:000";"0";"255"
"189";"2";"2114";"1504";"2034";"62240";"????";"酒店地下二层探测器";"制冷机房办公室烟感2";"X";"0000";"-";"LOG";"01:001:091:001";"0";"255"
"190";"2";"5474";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房办公室烟感1";"A";"1D7F";"-";"LOG";"01:001:092:000";"0";"255"
"191";"2";"5475";"1504";"5474";"61878";"????";"酒店地下二层探测器";"制冷机房办公室烟感1";"X";"0000";"-";"LOG";"01:001:092:001";"0";"255"
"192";"2";"2040";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房南走道烟感1";"A";"0B83";"-";"LOG";"01:001:093:000";"0";"255"
"193";"2";"2108";"1504";"2040";"62223";"????";"酒店地下二层探测器";"制冷机房南走道烟感1";"X";"0000";"-";"LOG";"01:001:093:001";"0";"255"
"194";"2";"2041";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"制冷机房南走道烟感2";"A";"0B84";"-";"LOG";"01:001:094:000";"0";"255"
"195";"2";"2107";"1504";"2041";"62208";"????";"酒店地下二层探测器";"制冷机房南走道烟感2";"X";"0000";"-";"LOG";"01:001:094:001";"0";"255"
"196";"2";"2042";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房北走道烟感1";"A";"0B85";"-";"LOG";"01:001:095:000";"0";"255"
"197";"2";"2106";"1504";"2042";"62205";"????";"酒店地下二层探测器";"生活水泵房北走道烟感1";"X";"0000";"-";"LOG";"01:001:095:001";"0";"255"
"198";"2";"2043";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"东北强电井门口走道烟感";"A";"0B86";"-";"LOG";"01:001:096:000";"0";"255"
"199";"2";"2105";"1504";"2043";"62204";"????";"酒店地下二层探测器";"东北强电井门口走道烟感";"X";"0000";"-";"LOG";"01:001:096:001";"0";"255"
"200";"2";"2044";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"东北强电井烟感";"A";"0B87";"-";"LOG";"01:001:097:000";"0";"255"
"201";"2";"2104";"1504";"2044";"62175";"????";"酒店地下二层探测器";"东北强电井烟感";"X";"0000";"-";"LOG";"01:001:097:001";"0";"255"
"202";"2";"2045";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"东北货梯前室烟感";"A";"0B88";"-";"LOG";"01:001:098:000";"0";"255"
"203";"2";"2103";"1504";"2045";"62163";"????";"酒店地下二层探测器";"东北货梯前室烟感";"X";"0000";"-";"LOG";"01:001:098:001";"0";"255"
"204";"2";"2046";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"东北弱电井烟感";"A";"0B89";"-";"LOG";"01:001:099:000";"0";"255"
"205";"2";"2102";"1504";"2046";"62162";"????";"酒店地下二层探测器";"东北弱电井烟感";"X";"0000";"-";"LOG";"01:001:099:001";"0";"255"
"206";"2";"4853";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"东北楼梯间烟感";"A";"1A4F";"-";"LOG";"01:001:100:000";"0";"255"
"207";"2";"4858";"1504";"4853";"61980";"????";"酒店地下二层探测器";"东北楼梯间烟感";"X";"0000";"-";"LOG";"01:001:100:001";"0";"255"
"208";"2";"2047";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"东北楼梯前室烟感";"A";"0B8A";"-";"LOG";"01:001:101:000";"0";"255"
"209";"2";"2101";"1504";"2047";"62161";"????";"酒店地下二层探测器";"东北楼梯前室烟感";"X";"0000";"-";"LOG";"01:001:101:001";"0";"255"
"210";"2";"2048";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"东北管理用房储藏间烟感";"A";"0B8B";"-";"LOG";"01:001:102:000";"0";"255"
"211";"2";"2100";"1504";"2048";"62160";"????";"酒店地下二层探测器";"东北管理用房储藏间烟感";"X";"0000";"-";"LOG";"01:001:102:001";"0";"255"
"212";"2";"2049";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"东北管理用房烟感";"A";"0B8C";"-";"LOG";"01:001:103:000";"0";"255"
"213";"2";"2099";"1504";"2049";"62159";"????";"酒店地下二层探测器";"东北管理用房烟感";"X";"0000";"-";"LOG";"01:001:103:001";"0";"255"
"214";"2";"2050";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房北走道烟感2";"A";"0B8D";"-";"LOG";"01:001:104:000";"0";"255"
"215";"2";"4859";"1504";"2050";"62058";"????";"酒店地下二层探测器";"生活水泵房北走道烟感2";"X";"0000";"-";"LOG";"01:001:104:001";"0";"255"
"216";"2";"4854";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房烟感1";"A";"1A50";"-";"LOG";"01:001:105:000";"0";"255"
"217";"2";"2098";"1504";"4854";"0";"????";"酒店地下二层探测器";"生活水泵房烟感1";"X";"0000";"-";"LOG";"01:001:105:001";"0";"255"
"218";"2";"2051";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房烟感2";"A";"0B8E";"-";"LOG";"01:001:106:000";"0";"255"
"219";"2";"2097";"1504";"2051";"0";"????";"酒店地下二层探测器";"生活水泵房烟感2";"X";"0000";"-";"LOG";"01:001:106:001";"0";"255"
"220";"2";"2052";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房烟感3";"A";"0B8F";"-";"LOG";"01:001:107:000";"0";"255"
"221";"2";"2096";"1504";"2052";"0";"????";"酒店地下二层探测器";"生活水泵房烟感3";"X";"0000";"-";"LOG";"01:001:107:001";"0";"255"
"222";"2";"2053";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房烟感4";"A";"0B90";"-";"LOG";"01:001:108:000";"0";"255"
"223";"2";"2095";"1504";"2053";"0";"????";"酒店地下二层探测器";"生活水泵房烟感4";"X";"0000";"-";"LOG";"01:001:108:001";"0";"255"
"224";"2";"2054";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房烟感5";"A";"0B91";"-";"LOG";"01:001:109:000";"0";"255"
"225";"2";"2094";"1504";"2054";"0";"????";"酒店地下二层探测器";"生活水泵房烟感5";"X";"0000";"-";"LOG";"01:001:109:001";"0";"255"
"226";"2";"2055";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房烟感6";"A";"0B92";"-";"LOG";"01:001:110:000";"0";"255"
"227";"2";"2093";"1504";"2055";"0";"????";"酒店地下二层探测器";"生活水泵房烟感6";"X";"0000";"-";"LOG";"01:001:110:001";"0";"255"
"228";"2";"2056";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房烟感7";"A";"0B93";"-";"LOG";"01:001:111:000";"0";"255"
"229";"2";"2092";"1504";"2056";"0";"????";"酒店地下二层探测器";"生活水泵房烟感7";"X";"0000";"-";"LOG";"01:001:111:001";"0";"255"
"230";"2";"2057";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房烟感8";"A";"0B94";"-";"LOG";"01:001:112:000";"0";"255"
"231";"2";"2091";"1504";"2057";"0";"????";"酒店地下二层探测器";"生活水泵房烟感8";"X";"0000";"-";"LOG";"01:001:112:001";"0";"255"
"232";"2";"2058";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房烟感9";"A";"0B95";"-";"LOG";"01:001:113:000";"0";"255"
"233";"2";"2090";"1504";"2058";"0";"????";"酒店地下二层探测器";"生活水泵房烟感9";"X";"0000";"-";"LOG";"01:001:113:001";"0";"255"
"234";"2";"2059";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"报警阀室烟感";"A";"0B96";"-";"LOG";"01:001:114:000";"0";"255"
"235";"2";"2089";"1504";"2059";"62059";"????";"酒店地下二层探测器";"报警阀室烟感";"X";"0000";"-";"LOG";"01:001:114:001";"0";"255"
"236";"2";"2060";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"中东管理用房烟感1";"A";"0B97";"-";"LOG";"01:001:115:000";"0";"255"
"237";"2";"2088";"1504";"2060";"62114";"????";"酒店地下二层探测器";"中东管理用房烟感1";"X";"0000";"-";"LOG";"01:001:115:001";"0";"255"
"238";"2";"2067";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"中东管理用房烟感2";"A";"0B9E";"-";"LOG";"01:001:116:000";"0";"255"
"239";"2";"2081";"1504";"2067";"62113";"????";"酒店地下二层探测器";"中东管理用房烟感2";"X";"0000";"-";"LOG";"01:001:116:001";"0";"255"
"240";"2";"4637";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"中东管理用房烟感3";"A";"1936";"-";"LOG";"01:001:117:000";"0";"255"
"241";"2";"4638";"1504";"4637";"62112";"????";"酒店地下二层探测器";"中东管理用房烟感3";"X";"0000";"-";"LOG";"01:001:117:001";"0";"255"
"242";"2";"2061";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房西烟感1";"A";"0B98";"-";"LOG";"01:001:118:000";"0";"255"
"243";"2";"2087";"1504";"2061";"0";"????";"酒店地下二层探测器";"生活水泵房西烟感1";"X";"0000";"-";"LOG";"01:001:118:001";"0";"255"
"244";"2";"2062";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房西烟感2";"A";"0B99";"-";"LOG";"01:001:119:000";"0";"255"
"245";"2";"2086";"1504";"2062";"0";"????";"酒店地下二层探测器";"生活水泵房西烟感2";"X";"0000";"-";"LOG";"01:001:119:001";"0";"255"
"246";"2";"2063";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房西烟感3";"A";"0B9A";"-";"LOG";"01:001:120:000";"0";"255"
"247";"2";"2085";"1504";"2063";"0";"????";"酒店地下二层探测器";"生活水泵房西烟感3";"X";"0000";"-";"LOG";"01:001:120:001";"0";"255"
"248";"2";"2064";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房西烟感4";"A";"0B9B";"-";"LOG";"01:001:121:000";"0";"255"
"249";"2";"2084";"1504";"2064";"0";"????";"酒店地下二层探测器";"生活水泵房西烟感4";"X";"0000";"-";"LOG";"01:001:121:001";"0";"255"
"250";"2";"2065";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"生活水泵房西烟感5";"A";"0B9C";"-";"LOG";"01:001:122:000";"0";"255"
"251";"2";"2083";"1504";"2065";"0";"????";"酒店地下二层探测器";"生活水泵房西烟感5";"X";"0000";"-";"LOG";"01:001:122:001";"0";"255"
"252";"2";"2073";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"中东管理用房烟感4";"A";"0BA4";"-";"LOG";"01:001:123:000";"0";"255"
"253";"2";"2075";"1504";"2073";"62106";"????";"酒店地下二层探测器";"中东管理用房烟感4";"X";"0000";"-";"LOG";"01:001:123:001";"0";"255"
"254";"2";"4641";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"中东管理用房烟感5";"A";"193A";"-";"LOG";"01:001:124:000";"0";"255"
"255";"2";"4642";"1504";"4641";"62105";"????";"酒店地下二层探测器";"中东管理用房烟感5";"X";"0000";"-";"LOG";"01:001:124:001";"0";"255"
"256";"2";"2068";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"医务室烟感";"A";"0B9F";"-";"LOG";"01:001:125:000";"0";"255"
"257";"2";"2080";"1504";"2068";"62076";"????";"酒店地下二层探测器";"医务室烟感";"X";"0000";"-";"LOG";"01:001:125:001";"0";"255"
"258";"2";"2069";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"预订部烟感";"A";"0BA0";"-";"LOG";"01:001:126:000";"0";"255"
"259";"2";"2079";"1504";"2069";"62075";"????";"酒店地下二层探测器";"预订部烟感";"X";"0000";"-";"LOG";"01:001:126:001";"0";"255"
"260";"2";"2070";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"餐饮部烟感1";"A";"0BA1";"-";"LOG";"01:001:127:000";"0";"255"
"261";"2";"2078";"1504";"2070";"62074";"????";"酒店地下二层探测器";"餐饮部烟感1";"X";"0000";"-";"LOG";"01:001:127:001";"0";"255"
"262";"2";"2071";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"餐饮部烟感2";"A";"0BA2";"-";"LOG";"01:001:128:000";"0";"255"
"263";"2";"2077";"1504";"2071";"62073";"????";"酒店地下二层探测器";"餐饮部烟感2";"X";"0000";"-";"LOG";"01:001:128:001";"0";"255"
"264";"2";"2072";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"餐饮部烟感3";"A";"0BA3";"-";"LOG";"01:001:129:000";"0";"255"
"265";"2";"2076";"1504";"2072";"62072";"????";"酒店地下二层探测器";"餐饮部烟感3";"X";"0000";"-";"LOG";"01:001:129:001";"0";"255"
"266";"2";"4639";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"餐饮部烟感4";"A";"1938";"-";"LOG";"01:001:130:000";"0";"255"
"267";"2";"4640";"1504";"4639";"62071";"????";"酒店地下二层探测器";"餐饮部烟感4";"X";"0000";"-";"LOG";"01:001:130:001";"0";"255"
"268";"2";"5476";"1601";"483";"0";"ZONE";"酒店地下二层探测器";"隔油池防爆探测器";"A";"1D81";"-";"LOG";"01:001:131:000";"0";"255"
"269";"2";"5477";"1510";"5476";"59784";"ELEM";"酒店地下二层探测器";"隔油池防爆探测器";"A";"1D82";"-";"LOG";"01:001:131:001";"0";"255"
"270";"2";"482";"1701";"1";"0";"SECT";"希尔顿裙楼探测分区";"酒店地下一层探测器";"A";"0365";"-";"LOG";"01:002:000:000";"0";"0"
"271";"2";"1650";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"西南弱电井烟感";"A";"097B";"-";"LOG";"01:002:001:000";"0";"255"
"272";"2";"1893";"1504";"1650";"65239";"????";"酒店地下一层探测器";"西南弱电井烟感";"X";"0000";"-";"LOG";"01:002:001:001";"0";"255"
"273";"2";"1652";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"话务员间烟感";"A";"097D";"-";"LOG";"01:002:002:000";"0";"255"
"274";"2";"1891";"1504";"1652";"65168";"????";"酒店地下一层探测器";"话务员间烟感";"X";"0000";"-";"LOG";"01:002:002:001";"0";"255"
"275";"2";"1657";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"西经理室烟感";"A";"0982";"-";"LOG";"01:002:003:000";"0";"255"
"276";"2";"1886";"1504";"1657";"65163";"????";"酒店地下一层探测器";"西经理室烟感";"X";"0000";"-";"LOG";"01:002:003:001";"0";"255"
"277";"2";"1658";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"培训经理室烟感";"A";"0983";"-";"LOG";"01:002:004:000";"0";"255"
"278";"2";"1885";"1504";"1658";"65161";"????";"酒店地下一层探测器";"培训经理室烟感";"X";"0000";"-";"LOG";"01:002:004:001";"0";"255"
"279";"2";"1659";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"面试间烟感";"A";"0984";"-";"LOG";"01:002:005:000";"0";"255"
"280";"2";"1884";"1504";"1659";"65160";"????";"酒店地下一层探测器";"面试间烟感";"X";"0000";"-";"LOG";"01:002:005:001";"0";"255"
"281";"2";"1660";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"人事部烟感";"A";"0985";"-";"LOG";"01:002:006:000";"0";"255"
"282";"2";"1883";"1504";"1660";"65162";"????";"酒店地下一层探测器";"人事部烟感";"X";"0000";"-";"LOG";"01:002:006:001";"0";"255"
"283";"2";"1651";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"话务员间门口走道烟感北";"A";"097C";"-";"LOG";"01:002:007:000";"0";"255"
"284";"2";"1892";"1504";"1651";"65155";"????";"酒店地下一层探测器";"话务员间门口走道烟感北";"X";"0000";"-";"LOG";"01:002:007:001";"0";"255"
"285";"2";"1661";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"档案室烟感";"A";"0986";"-";"LOG";"01:002:008:000";"0";"255"
"286";"2";"1882";"1504";"1661";"65159";"????";"酒店地下一层探测器";"档案室烟感";"X";"0000";"-";"LOG";"01:002:008:001";"0";"255"
"287";"2";"1662";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"人力资源总监室烟感";"A";"0987";"-";"LOG";"01:002:009:000";"0";"255"
"288";"2";"1881";"1504";"1662";"65158";"????";"酒店地下一层探测器";"人力资源总监室烟感";"X";"0000";"-";"LOG";"01:002:009:001";"0";"255"
"289";"2";"1663";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"人事部门口走道烟感";"A";"0988";"-";"LOG";"01:002:010:000";"0";"255"
"290";"2";"1880";"1504";"1663";"65156";"????";"酒店地下一层探测器";"人事部门口走道烟感";"X";"0000";"-";"LOG";"01:002:010:001";"0";"255"
"291";"2";"1664";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"培训室烟感1";"A";"0989";"-";"LOG";"01:002:011:000";"0";"255"
"292";"2";"1879";"1504";"1664";"65125";"????";"酒店地下一层探测器";"培训室烟感1";"X";"0000";"-";"LOG";"01:002:011:001";"0";"255"
"293";"2";"1665";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"培训室烟感2";"A";"098A";"-";"LOG";"01:002:012:000";"0";"255"
"294";"2";"1878";"1504";"1665";"65124";"????";"酒店地下一层探测器";"培训室烟感2";"X";"0000";"-";"LOG";"01:002:012:001";"0";"255"
"295";"2";"1666";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"培训教室南走道烟感";"A";"098B";"-";"LOG";"01:002:013:000";"0";"255"
"296";"2";"1877";"1504";"1666";"65126";"????";"酒店地下一层探测器";"培训教室南走道烟感";"X";"0000";"-";"LOG";"01:002:013:001";"0";"255"
"297";"2";"1667";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"核心筒东北走道烟感";"A";"098C";"-";"LOG";"01:002:014:000";"0";"255"
"298";"2";"1876";"1504";"1667";"64958";"????";"酒店地下一层探测器";"核心筒东北走道烟感";"X";"0000";"-";"LOG";"01:002:014:001";"0";"255"
"299";"2";"1668";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"客梯前室烟感";"A";"098D";"-";"LOG";"01:002:015:000";"0";"255"
"300";"2";"1875";"1504";"1668";"64992";"????";"酒店地下一层探测器";"客梯前室烟感";"X";"0000";"-";"LOG";"01:002:015:001";"0";"255"
"301";"2";"1669";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"工程部北走道烟感";"A";"098E";"-";"LOG";"01:002:016:000";"0";"255"
"302";"2";"1874";"1504";"1669";"64960";"????";"酒店地下一层探测器";"工程部北走道烟感";"X";"0000";"-";"LOG";"01:002:016:001";"0";"255"
"303";"2";"1670";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"员工餐厅烟感1";"A";"098F";"-";"LOG";"01:002:017:000";"0";"255"
"304";"2";"1873";"1504";"1670";"65123";"????";"酒店地下一层探测器";"员工餐厅烟感1";"X";"0000";"-";"LOG";"01:002:017:001";"0";"255"
"305";"2";"1671";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"员工餐厅烟感2";"A";"0990";"-";"LOG";"01:002:018:000";"0";"255"
"306";"2";"1872";"1504";"1671";"65122";"????";"酒店地下一层探测器";"员工餐厅烟感2";"X";"0000";"-";"LOG";"01:002:018:001";"0";"255"
"307";"2";"1672";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"员工餐厅烟感3";"A";"0991";"-";"LOG";"01:002:019:000";"0";"255"
"308";"2";"1871";"1504";"1672";"65051";"????";"酒店地下一层探测器";"员工餐厅烟感3";"X";"0000";"-";"LOG";"01:002:019:001";"0";"255"
"309";"2";"1673";"1601";"482";"0";"ZONE";"酒店地下一层探测器";"员工餐厅烟感4";"A";"0992";"-";"LOG";"01:002:020:000";"0";"255"
